query,label,score
Can you tell me what was the Operating Expenses last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Operating Expenses from the last quarter.,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",1
I'd like to know the Operating Expenses from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Operating Expenses from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Operating Expenses from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Operating Profit last year?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,1
Can you tell me what was the Operating Profit last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Operating Profit last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Operating Profit last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the EBIT from the last quarter.,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,1
I'd like to know the EBIT from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the EBIT from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the EBIT from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the EBITDA last year?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",1
Can you tell me what was the EBITDA last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the EBITDA last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the EBITDA last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
"Could you share the Earnings before Interest, Tax, Depreciation, and Amortisation for the last quarter?","EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",1
"Could you share the Earnings before Interest, Tax, Depreciation, and Amortisation for the last quarter?",Share Capital can be defined as Funds raised by issuing shares.,0
"Could you share the Earnings before Interest, Tax, Depreciation, and Amortisation for the last quarter?","Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
"Could you share the Earnings before Interest, Tax, Depreciation, and Amortisation for the last quarter?","Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Net Profit (PAT) last year?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",1
Can you tell me what was the Net Profit (PAT) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Net Profit (PAT) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Net Profit (PAT) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Net Profit (PAT) amount for the last quarter?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",1
Can you provide the Net Profit (PAT) amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the Net Profit (PAT) amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you provide the Net Profit (PAT) amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Earnings Per Share (EPS) last year?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1
Can you tell me what was the Earnings Per Share (EPS) last year?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,1
Can you tell me what was the Earnings Per Share (EPS) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Earnings Per Share (EPS) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Earnings Per Share (EPS) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the EPS during the last quarter?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1
How much was the EPS during the last quarter?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,1
How much was the EPS during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the EPS during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the EPS during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Operating Cash Flow last year?,Operating Cash Flow can be defined as Cash generated from core business operations.,1
Can you tell me what was the Operating Cash Flow last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Operating Cash Flow last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Operating Cash Flow last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Operating Cash Flow amount for the last quarter?,Operating Cash Flow can be defined as Cash generated from core business operations.,1
Can you provide the Operating Cash Flow amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the Operating Cash Flow amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you provide the Operating Cash Flow amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
